,center_name,total_candidates,high_scorers,state_y,city_y,high_scorers_500,high_scorers_700,Success rate
16562,DELHI PUBLIC SCHOOL,19783,346,RAJASTHAN,ALWAR,62,1,1.7489763938735279
16563,DELHI PUBLIC SCHOOL,19783,346,RAJASTHAN,ALWAR,62,1,1.7489763938735279
16564,DELHI PUBLIC SCHOOL,19783,346,RAJASTHAN,JAIPUR,145,1,1.7489763938735279
16565,DELHI PUBLIC SCHOOL,19783,346,RAJASTHAN,JAIPUR,145,2,1.7489763938735279
16566,DELHI PUBLIC SCHOOL,19783,346,RAJASTHAN,JAIPUR,145,1,1.7489763938735279
16567,DELHI PUBLIC SCHOOL,19783,346,RAJASTHAN,JAIPUR,145,1,1.7489763938735279
16568,DELHI PUBLIC SCHOOL,19783,346,RAJASTHAN,JAIPUR,145,2,1.7489763938735279
16569,DELHI PUBLIC SCHOOL,19783,346,RAJASTHAN,JAIPUR,145,2,1.7489763938735279
16570,DELHI PUBLIC SCHOOL,19783,346,RAJASTHAN,JAIPUR,145,1,1.7489763938735279
16571,DELHI PUBLIC SCHOOL,19783,346,RAJASTHAN,JAIPUR,145,1,1.7489763938735279
16572,DELHI PUBLIC SCHOOL,19783,346,RAJASTHAN,JODHPUR,107,1,1.7489763938735279
16573,DELHI PUBLIC SCHOOL,19783,346,RAJASTHAN,JODHPUR,107,2,1.7489763938735279
16574,DELHI PUBLIC SCHOOL,19783,346,RAJASTHAN,JODHPUR,107,1,1.7489763938735279
16575,DELHI PUBLIC SCHOOL,19783,346,RAJASTHAN,JODHPUR,107,1,1.7489763938735279
16576,DELHI PUBLIC SCHOOL,19783,346,RAJASTHAN,JODHPUR,107,2,1.7489763938735279
16577,DELHI PUBLIC SCHOOL,19783,346,RAJASTHAN,JODHPUR,107,2,1.7489763938735279
16578,DELHI PUBLIC SCHOOL,19783,346,RAJASTHAN,JODHPUR,107,1,1.7489763938735279
16579,DELHI PUBLIC SCHOOL,19783,346,RAJASTHAN,JODHPUR,107,1,1.7489763938735279
16580,DELHI PUBLIC SCHOOL,19783,346,RAJASTHAN,PALI,38,1,1.7489763938735279
16581,DELHI PUBLIC SCHOOL,19783,346,RAJASTHAN,PALI,38,2,1.7489763938735279
16582,DELHI PUBLIC SCHOOL,19783,346,RAJASTHAN,PALI,38,1,1.7489763938735279
16583,DELHI PUBLIC SCHOOL,19783,346,RAJASTHAN,PALI,38,1,1.7489763938735279
16584,DELHI PUBLIC SCHOOL,19783,346,RAJASTHAN,PALI,38,2,1.7489763938735279
16585,DELHI PUBLIC SCHOOL,19783,346,RAJASTHAN,PALI,38,2,1.7489763938735279
16586,DELHI PUBLIC SCHOOL,19783,346,RAJASTHAN,PALI,38,1,1.7489763938735279
16587,DELHI PUBLIC SCHOOL,19783,346,RAJASTHAN,PALI,38,1,1.7489763938735279
16588,DELHI PUBLIC SCHOOL,19783,346,RAJASTHAN,UDAIPUR,23,1,1.7489763938735279
16589,DELHI PUBLIC SCHOOL,19783,346,RAJASTHAN,UDAIPUR,23,2,1.7489763938735279
16590,DELHI PUBLIC SCHOOL,19783,346,RAJASTHAN,UDAIPUR,23,1,1.7489763938735279
16591,DELHI PUBLIC SCHOOL,19783,346,RAJASTHAN,UDAIPUR,23,1,1.7489763938735279
16592,DELHI PUBLIC SCHOOL,19783,346,RAJASTHAN,UDAIPUR,23,2,1.7489763938735279
16593,DELHI PUBLIC SCHOOL,19783,346,RAJASTHAN,UDAIPUR,23,2,1.7489763938735279
16594,DELHI PUBLIC SCHOOL,19783,346,RAJASTHAN,UDAIPUR,23,1,1.7489763938735279
16595,DELHI PUBLIC SCHOOL,19783,346,RAJASTHAN,UDAIPUR,23,1,1.7489763938735279
16596,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,AGRA,72,1,1.7489763938735279
16597,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,AGRA,72,2,1.7489763938735279
16598,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,AGRA,72,1,1.7489763938735279
16599,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,AGRA,72,1,1.7489763938735279
16600,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,AGRA,72,2,1.7489763938735279
16601,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,AGRA,72,2,1.7489763938735279
16602,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,AGRA,72,1,1.7489763938735279
16603,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,AGRA,72,1,1.7489763938735279
16604,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,ALIGARH,89,1,1.7489763938735279
16605,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,ALIGARH,89,2,1.7489763938735279
16606,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,ALIGARH,89,1,1.7489763938735279
16607,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,ALIGARH,89,1,1.7489763938735279
16608,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,ALIGARH,89,2,1.7489763938735279
16609,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,ALIGARH,89,2,1.7489763938735279
16610,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,ALIGARH,89,1,1.7489763938735279
16611,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,ALIGARH,89,1,1.7489763938735279
16612,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,BIJNOR,3,1,1.7489763938735279
16613,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,BIJNOR,3,2,1.7489763938735279
16614,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,BIJNOR,3,1,1.7489763938735279
16615,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,BIJNOR,3,1,1.7489763938735279
16616,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,BIJNOR,3,2,1.7489763938735279
16617,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,BIJNOR,3,2,1.7489763938735279
16618,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,BIJNOR,3,1,1.7489763938735279
16619,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,BIJNOR,3,1,1.7489763938735279
16620,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,BUDAUN,36,1,1.7489763938735279
16621,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,BUDAUN,36,2,1.7489763938735279
16622,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,BUDAUN,36,1,1.7489763938735279
16623,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,BUDAUN,36,1,1.7489763938735279
16624,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,BUDAUN,36,2,1.7489763938735279
16625,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,BUDAUN,36,2,1.7489763938735279
16626,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,BUDAUN,36,1,1.7489763938735279
16627,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,BUDAUN,36,1,1.7489763938735279
16628,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,LUCKNOW,48,1,1.7489763938735279
16629,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,LUCKNOW,48,2,1.7489763938735279
16630,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,LUCKNOW,48,1,1.7489763938735279
16631,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,LUCKNOW,48,1,1.7489763938735279
16632,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,LUCKNOW,48,2,1.7489763938735279
16633,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,LUCKNOW,48,2,1.7489763938735279
16634,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,LUCKNOW,48,1,1.7489763938735279
16635,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,LUCKNOW,48,1,1.7489763938735279
16636,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,PRAYAGRAJ,85,1,1.7489763938735279
16637,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,PRAYAGRAJ,85,2,1.7489763938735279
16638,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,PRAYAGRAJ,85,1,1.7489763938735279
16639,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,PRAYAGRAJ,85,1,1.7489763938735279
16640,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,PRAYAGRAJ,85,2,1.7489763938735279
16641,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,PRAYAGRAJ,85,2,1.7489763938735279
16642,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,PRAYAGRAJ,85,1,1.7489763938735279
16643,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,PRAYAGRAJ,85,1,1.7489763938735279
16644,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,SAHARANPUR,73,1,1.7489763938735279
16645,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,SAHARANPUR,73,2,1.7489763938735279
16646,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,SAHARANPUR,73,1,1.7489763938735279
16647,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,SAHARANPUR,73,1,1.7489763938735279
16648,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,SAHARANPUR,73,2,1.7489763938735279
16649,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,SAHARANPUR,73,2,1.7489763938735279
16650,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,SAHARANPUR,73,1,1.7489763938735279
16651,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,SAHARANPUR,73,1,1.7489763938735279
16652,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,SITAPUR,9,1,1.7489763938735279
16653,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,SITAPUR,9,2,1.7489763938735279
16654,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,SITAPUR,9,1,1.7489763938735279
16655,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,SITAPUR,9,1,1.7489763938735279
16656,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,SITAPUR,9,2,1.7489763938735279
16657,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,SITAPUR,9,2,1.7489763938735279
16658,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,SITAPUR,9,1,1.7489763938735279
16659,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,SITAPUR,9,1,1.7489763938735279
16660,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,VARANASI,93,1,1.7489763938735279
16661,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,VARANASI,93,2,1.7489763938735279
16662,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,VARANASI,93,1,1.7489763938735279
16663,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,VARANASI,93,1,1.7489763938735279
16664,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,VARANASI,93,2,1.7489763938735279
16665,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,VARANASI,93,2,1.7489763938735279
16666,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,VARANASI,93,1,1.7489763938735279
16667,DELHI PUBLIC SCHOOL,19783,346,UTTAR PRADESH,VARANASI,93,1,1.7489763938735279
16668,DELHI PUBLIC SCHOOL,19783,346,WEST BENGAL,KOLKATA,126,1,1.7489763938735279
16669,DELHI PUBLIC SCHOOL,19783,346,WEST BENGAL,KOLKATA,126,2,1.7489763938735279
16670,DELHI PUBLIC SCHOOL,19783,346,WEST BENGAL,KOLKATA,126,1,1.7489763938735279
16671,DELHI PUBLIC SCHOOL,19783,346,WEST BENGAL,KOLKATA,126,1,1.7489763938735279
16672,DELHI PUBLIC SCHOOL,19783,346,WEST BENGAL,KOLKATA,126,2,1.7489763938735279
16673,DELHI PUBLIC SCHOOL,19783,346,WEST BENGAL,KOLKATA,126,2,1.7489763938735279
16674,DELHI PUBLIC SCHOOL,19783,346,WEST BENGAL,KOLKATA,126,1,1.7489763938735279
16675,DELHI PUBLIC SCHOOL,19783,346,WEST BENGAL,KOLKATA,126,1,1.7489763938735279
16676,DELHI PUBLIC SCHOOL,19783,346,WEST BENGAL,MURSHIDABAD,18,1,1.7489763938735279
16677,DELHI PUBLIC SCHOOL,19783,346,WEST BENGAL,MURSHIDABAD,18,2,1.7489763938735279
16678,DELHI PUBLIC SCHOOL,19783,346,WEST BENGAL,MURSHIDABAD,18,1,1.7489763938735279
16679,DELHI PUBLIC SCHOOL,19783,346,WEST BENGAL,MURSHIDABAD,18,1,1.7489763938735279
16680,DELHI PUBLIC SCHOOL,19783,346,WEST BENGAL,MURSHIDABAD,18,2,1.7489763938735279
16681,DELHI PUBLIC SCHOOL,19783,346,WEST BENGAL,MURSHIDABAD,18,2,1.7489763938735279
16682,DELHI PUBLIC SCHOOL,19783,346,WEST BENGAL,MURSHIDABAD,18,1,1.7489763938735279
16683,DELHI PUBLIC SCHOOL,19783,346,WEST BENGAL,MURSHIDABAD,18,1,1.7489763938735279
16684,DELHI PUBLIC SCHOOL,19783,234,ARUNACHAL PRADESH,ITANAGAR/NAHARLAGUN,2,1,1.1828337461456806
16685,DELHI PUBLIC SCHOOL,19783,234,ARUNACHAL PRADESH,ITANAGAR/NAHARLAGUN,2,2,1.1828337461456806
16686,DELHI PUBLIC SCHOOL,19783,234,ARUNACHAL PRADESH,ITANAGAR/NAHARLAGUN,2,1,1.1828337461456806
16687,DELHI PUBLIC SCHOOL,19783,234,ARUNACHAL PRADESH,ITANAGAR/NAHARLAGUN,2,1,1.1828337461456806
16688,DELHI PUBLIC SCHOOL,19783,234,ARUNACHAL PRADESH,ITANAGAR/NAHARLAGUN,2,2,1.1828337461456806
16689,DELHI PUBLIC SCHOOL,19783,234,ARUNACHAL PRADESH,ITANAGAR/NAHARLAGUN,2,2,1.1828337461456806
16690,DELHI PUBLIC SCHOOL,19783,234,ARUNACHAL PRADESH,ITANAGAR/NAHARLAGUN,2,1,1.1828337461456806
16691,DELHI PUBLIC SCHOOL,19783,234,ARUNACHAL PRADESH,ITANAGAR/NAHARLAGUN,2,1,1.1828337461456806
16692,DELHI PUBLIC SCHOOL,19783,234,ASSAM,JORHAT,34,1,1.1828337461456806
16693,DELHI PUBLIC SCHOOL,19783,234,ASSAM,JORHAT,34,2,1.1828337461456806
16694,DELHI PUBLIC SCHOOL,19783,234,ASSAM,JORHAT,34,1,1.1828337461456806
16695,DELHI PUBLIC SCHOOL,19783,234,ASSAM,JORHAT,34,1,1.1828337461456806
16696,DELHI PUBLIC SCHOOL,19783,234,ASSAM,JORHAT,34,2,1.1828337461456806
16697,DELHI PUBLIC SCHOOL,19783,234,ASSAM,JORHAT,34,2,1.1828337461456806
16698,DELHI PUBLIC SCHOOL,19783,234,ASSAM,JORHAT,34,1,1.1828337461456806
16699,DELHI PUBLIC SCHOOL,19783,234,ASSAM,JORHAT,34,1,1.1828337461456806
16700,DELHI PUBLIC SCHOOL,19783,234,BIHAR,DARBHANGA,14,1,1.1828337461456806
16701,DELHI PUBLIC SCHOOL,19783,234,BIHAR,DARBHANGA,14,2,1.1828337461456806
16702,DELHI PUBLIC SCHOOL,19783,234,BIHAR,DARBHANGA,14,1,1.1828337461456806
16703,DELHI PUBLIC SCHOOL,19783,234,BIHAR,DARBHANGA,14,1,1.1828337461456806
16704,DELHI PUBLIC SCHOOL,19783,234,BIHAR,DARBHANGA,14,2,1.1828337461456806
16705,DELHI PUBLIC SCHOOL,19783,234,BIHAR,DARBHANGA,14,2,1.1828337461456806
16706,DELHI PUBLIC SCHOOL,19783,234,BIHAR,DARBHANGA,14,1,1.1828337461456806
16707,DELHI PUBLIC SCHOOL,19783,234,BIHAR,DARBHANGA,14,1,1.1828337461456806
16708,DELHI PUBLIC SCHOOL,19783,234,CHHATTISGARH,JANJGIR,19,1,1.1828337461456806
16709,DELHI PUBLIC SCHOOL,19783,234,CHHATTISGARH,JANJGIR,19,2,1.1828337461456806
16710,DELHI PUBLIC SCHOOL,19783,234,CHHATTISGARH,JANJGIR,19,1,1.1828337461456806
16711,DELHI PUBLIC SCHOOL,19783,234,CHHATTISGARH,JANJGIR,19,1,1.1828337461456806
16712,DELHI PUBLIC SCHOOL,19783,234,CHHATTISGARH,JANJGIR,19,2,1.1828337461456806
16713,DELHI PUBLIC SCHOOL,19783,234,CHHATTISGARH,JANJGIR,19,2,1.1828337461456806
16714,DELHI PUBLIC SCHOOL,19783,234,CHHATTISGARH,JANJGIR,19,1,1.1828337461456806
16715,DELHI PUBLIC SCHOOL,19783,234,CHHATTISGARH,JANJGIR,19,1,1.1828337461456806
16716,DELHI PUBLIC SCHOOL,19783,234,CHHATTISGARH,KORBA,7,1,1.1828337461456806
16717,DELHI PUBLIC SCHOOL,19783,234,CHHATTISGARH,KORBA,7,2,1.1828337461456806
16718,DELHI PUBLIC SCHOOL,19783,234,CHHATTISGARH,KORBA,7,1,1.1828337461456806
16719,DELHI PUBLIC SCHOOL,19783,234,CHHATTISGARH,KORBA,7,1,1.1828337461456806
16720,DELHI PUBLIC SCHOOL,19783,234,CHHATTISGARH,KORBA,7,2,1.1828337461456806
16721,DELHI PUBLIC SCHOOL,19783,234,CHHATTISGARH,KORBA,7,2,1.1828337461456806
16722,DELHI PUBLIC SCHOOL,19783,234,CHHATTISGARH,KORBA,7,1,1.1828337461456806
16723,DELHI PUBLIC SCHOOL,19783,234,CHHATTISGARH,KORBA,7,1,1.1828337461456806
16724,DELHI PUBLIC SCHOOL,19783,234,DELHI,DELHI/NEW DELHI,53,1,1.1828337461456806
16725,DELHI PUBLIC SCHOOL,19783,234,DELHI,DELHI/NEW DELHI,53,2,1.1828337461456806
16726,DELHI PUBLIC SCHOOL,19783,234,DELHI,DELHI/NEW DELHI,53,1,1.1828337461456806
16727,DELHI PUBLIC SCHOOL,19783,234,DELHI,DELHI/NEW DELHI,53,1,1.1828337461456806
16728,DELHI PUBLIC SCHOOL,19783,234,DELHI,DELHI/NEW DELHI,53,2,1.1828337461456806
16729,DELHI PUBLIC SCHOOL,19783,234,DELHI,DELHI/NEW DELHI,53,2,1.1828337461456806
16730,DELHI PUBLIC SCHOOL,19783,234,DELHI,DELHI/NEW DELHI,53,1,1.1828337461456806
16731,DELHI PUBLIC SCHOOL,19783,234,DELHI,DELHI/NEW DELHI,53,1,1.1828337461456806
16732,DELHI PUBLIC SCHOOL,19783,234,GUJARAT,BHARUCH,1,1,1.1828337461456806
16733,DELHI PUBLIC SCHOOL,19783,234,GUJARAT,BHARUCH,1,2,1.1828337461456806
16734,DELHI PUBLIC SCHOOL,19783,234,GUJARAT,BHARUCH,1,1,1.1828337461456806
16735,DELHI PUBLIC SCHOOL,19783,234,GUJARAT,BHARUCH,1,1,1.1828337461456806
16736,DELHI PUBLIC SCHOOL,19783,234,GUJARAT,BHARUCH,1,2,1.1828337461456806
16737,DELHI PUBLIC SCHOOL,19783,234,GUJARAT,BHARUCH,1,2,1.1828337461456806
16738,DELHI PUBLIC SCHOOL,19783,234,GUJARAT,BHARUCH,1,1,1.1828337461456806
16739,DELHI PUBLIC SCHOOL,19783,234,GUJARAT,BHARUCH,1,1,1.1828337461456806
16740,DELHI PUBLIC SCHOOL,19783,234,GUJARAT,JAMNAGAR,67,1,1.1828337461456806
16741,DELHI PUBLIC SCHOOL,19783,234,GUJARAT,JAMNAGAR,67,2,1.1828337461456806
16742,DELHI PUBLIC SCHOOL,19783,234,GUJARAT,JAMNAGAR,67,1,1.1828337461456806
16743,DELHI PUBLIC SCHOOL,19783,234,GUJARAT,JAMNAGAR,67,1,1.1828337461456806
16744,DELHI PUBLIC SCHOOL,19783,234,GUJARAT,JAMNAGAR,67,2,1.1828337461456806
16745,DELHI PUBLIC SCHOOL,19783,234,GUJARAT,JAMNAGAR,67,2,1.1828337461456806
16746,DELHI PUBLIC SCHOOL,19783,234,GUJARAT,JAMNAGAR,67,1,1.1828337461456806
16747,DELHI PUBLIC SCHOOL,19783,234,GUJARAT,JAMNAGAR,67,1,1.1828337461456806
16748,DELHI PUBLIC SCHOOL,19783,234,HARYANA,HISSAR,78,1,1.1828337461456806
16749,DELHI PUBLIC SCHOOL,19783,234,HARYANA,HISSAR,78,2,1.1828337461456806
16750,DELHI PUBLIC SCHOOL,19783,234,HARYANA,HISSAR,78,1,1.1828337461456806
16751,DELHI PUBLIC SCHOOL,19783,234,HARYANA,HISSAR,78,1,1.1828337461456806
16752,DELHI PUBLIC SCHOOL,19783,234,HARYANA,HISSAR,78,2,1.1828337461456806
16753,DELHI PUBLIC SCHOOL,19783,234,HARYANA,HISSAR,78,2,1.1828337461456806
16754,DELHI PUBLIC SCHOOL,19783,234,HARYANA,HISSAR,78,1,1.1828337461456806
16755,DELHI PUBLIC SCHOOL,19783,234,HARYANA,HISSAR,78,1,1.1828337461456806
16756,DELHI PUBLIC SCHOOL,19783,234,HARYANA,KAITHAL,42,1,1.1828337461456806
16757,DELHI PUBLIC SCHOOL,19783,234,HARYANA,KAITHAL,42,2,1.1828337461456806
16758,DELHI PUBLIC SCHOOL,19783,234,HARYANA,KAITHAL,42,1,1.1828337461456806
16759,DELHI PUBLIC SCHOOL,19783,234,HARYANA,KAITHAL,42,1,1.1828337461456806
16760,DELHI PUBLIC SCHOOL,19783,234,HARYANA,KAITHAL,42,2,1.1828337461456806
16761,DELHI PUBLIC SCHOOL,19783,234,HARYANA,KAITHAL,42,2,1.1828337461456806
16762,DELHI PUBLIC SCHOOL,19783,234,HARYANA,KAITHAL,42,1,1.1828337461456806
16763,DELHI PUBLIC SCHOOL,19783,234,HARYANA,KAITHAL,42,1,1.1828337461456806
16764,DELHI PUBLIC SCHOOL,19783,234,HARYANA,PANIPAT,71,1,1.1828337461456806
16765,DELHI PUBLIC SCHOOL,19783,234,HARYANA,PANIPAT,71,2,1.1828337461456806
16766,DELHI PUBLIC SCHOOL,19783,234,HARYANA,PANIPAT,71,1,1.1828337461456806
16767,DELHI PUBLIC SCHOOL,19783,234,HARYANA,PANIPAT,71,1,1.1828337461456806
16768,DELHI PUBLIC SCHOOL,19783,234,HARYANA,PANIPAT,71,2,1.1828337461456806
16769,DELHI PUBLIC SCHOOL,19783,234,HARYANA,PANIPAT,71,2,1.1828337461456806
16770,DELHI PUBLIC SCHOOL,19783,234,HARYANA,PANIPAT,71,1,1.1828337461456806
16771,DELHI PUBLIC SCHOOL,19783,234,HARYANA,PANIPAT,71,1,1.1828337461456806
16772,DELHI PUBLIC SCHOOL,19783,234,JHARKHAND,RANCHI,81,1,1.1828337461456806
16773,DELHI PUBLIC SCHOOL,19783,234,JHARKHAND,RANCHI,81,2,1.1828337461456806
16774,DELHI PUBLIC SCHOOL,19783,234,JHARKHAND,RANCHI,81,1,1.1828337461456806
16775,DELHI PUBLIC SCHOOL,19783,234,JHARKHAND,RANCHI,81,1,1.1828337461456806
16776,DELHI PUBLIC SCHOOL,19783,234,JHARKHAND,RANCHI,81,2,1.1828337461456806
16777,DELHI PUBLIC SCHOOL,19783,234,JHARKHAND,RANCHI,81,2,1.1828337461456806
16778,DELHI PUBLIC SCHOOL,19783,234,JHARKHAND,RANCHI,81,1,1.1828337461456806
16779,DELHI PUBLIC SCHOOL,19783,234,JHARKHAND,RANCHI,81,1,1.1828337461456806
16780,DELHI PUBLIC SCHOOL,19783,234,KARNATAKA,VIJAYAPURA,6,1,1.1828337461456806
16781,DELHI PUBLIC SCHOOL,19783,234,KARNATAKA,VIJAYAPURA,6,2,1.1828337461456806
16782,DELHI PUBLIC SCHOOL,19783,234,KARNATAKA,VIJAYAPURA,6,1,1.1828337461456806
16783,DELHI PUBLIC SCHOOL,19783,234,KARNATAKA,VIJAYAPURA,6,1,1.1828337461456806
16784,DELHI PUBLIC SCHOOL,19783,234,KARNATAKA,VIJAYAPURA,6,2,1.1828337461456806
16785,DELHI PUBLIC SCHOOL,19783,234,KARNATAKA,VIJAYAPURA,6,2,1.1828337461456806
16786,DELHI PUBLIC SCHOOL,19783,234,KARNATAKA,VIJAYAPURA,6,1,1.1828337461456806
16787,DELHI PUBLIC SCHOOL,19783,234,KARNATAKA,VIJAYAPURA,6,1,1.1828337461456806
16788,DELHI PUBLIC SCHOOL,19783,234,MADHYA PRADESH,BHOPAL,31,1,1.1828337461456806
16789,DELHI PUBLIC SCHOOL,19783,234,MADHYA PRADESH,BHOPAL,31,2,1.1828337461456806
16790,DELHI PUBLIC SCHOOL,19783,234,MADHYA PRADESH,BHOPAL,31,1,1.1828337461456806
16791,DELHI PUBLIC SCHOOL,19783,234,MADHYA PRADESH,BHOPAL,31,1,1.1828337461456806
16792,DELHI PUBLIC SCHOOL,19783,234,MADHYA PRADESH,BHOPAL,31,2,1.1828337461456806
16793,DELHI PUBLIC SCHOOL,19783,234,MADHYA PRADESH,BHOPAL,31,2,1.1828337461456806
16794,DELHI PUBLIC SCHOOL,19783,234,MADHYA PRADESH,BHOPAL,31,1,1.1828337461456806
16795,DELHI PUBLIC SCHOOL,19783,234,MADHYA PRADESH,BHOPAL,31,1,1.1828337461456806
16796,DELHI PUBLIC SCHOOL,19783,234,MADHYA PRADESH,CHHINDWARA,2,1,1.1828337461456806
16797,DELHI PUBLIC SCHOOL,19783,234,MADHYA PRADESH,CHHINDWARA,2,2,1.1828337461456806
16798,DELHI PUBLIC SCHOOL,19783,234,MADHYA PRADESH,CHHINDWARA,2,1,1.1828337461456806
16799,DELHI PUBLIC SCHOOL,19783,234,MADHYA PRADESH,CHHINDWARA,2,1,1.1828337461456806
16800,DELHI PUBLIC SCHOOL,19783,234,MADHYA PRADESH,CHHINDWARA,2,2,1.1828337461456806
16801,DELHI PUBLIC SCHOOL,19783,234,MADHYA PRADESH,CHHINDWARA,2,2,1.1828337461456806
16802,DELHI PUBLIC SCHOOL,19783,234,MADHYA PRADESH,CHHINDWARA,2,1,1.1828337461456806
16803,DELHI PUBLIC SCHOOL,19783,234,MADHYA PRADESH,CHHINDWARA,2,1,1.1828337461456806
16804,DELHI PUBLIC SCHOOL,19783,234,MADHYA PRADESH,GWALIOR,46,1,1.1828337461456806
16805,DELHI PUBLIC SCHOOL,19783,234,MADHYA PRADESH,GWALIOR,46,2,1.1828337461456806
16806,DELHI PUBLIC SCHOOL,19783,234,MADHYA PRADESH,GWALIOR,46,1,1.1828337461456806
16807,DELHI PUBLIC SCHOOL,19783,234,MADHYA PRADESH,GWALIOR,46,1,1.1828337461456806
16808,DELHI PUBLIC SCHOOL,19783,234,MADHYA PRADESH,GWALIOR,46,2,1.1828337461456806
16809,DELHI PUBLIC SCHOOL,19783,234,MADHYA PRADESH,GWALIOR,46,2,1.1828337461456806
16810,DELHI PUBLIC SCHOOL,19783,234,MADHYA PRADESH,GWALIOR,46,1,1.1828337461456806
16811,DELHI PUBLIC SCHOOL,19783,234,MADHYA PRADESH,GWALIOR,46,1,1.1828337461456806
16812,DELHI PUBLIC SCHOOL,19783,234,MADHYA PRADESH,SAGAR,6,1,1.1828337461456806
16813,DELHI PUBLIC SCHOOL,19783,234,MADHYA PRADESH,SAGAR,6,2,1.1828337461456806
16814,DELHI PUBLIC SCHOOL,19783,234,MADHYA PRADESH,SAGAR,6,1,1.1828337461456806
